Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
0.29104477611940294,0.5955056179775281,0.1958762886597938,0.7522935779816514,3,0.5279510887268537,0.14285714285714285,3,0.17500000000000002,1,1
0.47761194029850745,0.8539325842696629,0.17525773195876287,0.6513761467889909,3,0.5294795660126788,0.5,1,0.5,1,0
0.4104477611940298,0.4943820224719101,0.14432989690721648,0.14678899082568808,0,0.5477461224285247,0.3571428571428571,1,0.275,2,3
0.47014925373134325,0.7078651685393258,0.030927835051546393,0.7522935779816514,0,0.5666140469568268,0.5,1,0.05,0,3
0.3880597014925373,0.6067415730337079,0.35051546391752575,0.6055045871559633,2,0.47746122428524895,0.07142857142857142,3,0.125,2,1
0.4253731343283582,0.3932584269662921,0.07216494845360824,0.23853211009174313,2,0.5259715853566864,0.14285714285714285,2,0.25,1,0
0.17164179104477612,0.8651685393258427,0.16494845360824742,0.7889908256880734,2,0.47796236437896233,0.07142857142857142,3,0.2,1,2
0.208955223880597,0.7303370786516854,0.12371134020618557,0.8807339449541285,3,0.4619008243754541,0.07142857142857142,3,0.17500000000000002,1,2
0.208955223880597,0.7078651685393258,0.12371134020618557,0.6055045871559633,2,0.4994362173945728,0.0,3,0.05,2,2
0.39552238805970147,0.6067415730337079,0.17525773195876287,0.9816513761467891,0,0.5312335563406752,0.5714285714285714,3,0.375,0,3
0.47014925373134325,0.2584269662921348,0.041237113402061855,0.14678899082568808,0,0.573905635320354,0.7857142857142857,0,0.375,1,3
0.2761194029850746,0.4382022471910112,0.21649484536082475,0.22935779816513763,3,0.5411310731915107,0.21428571428571427,0,0.275,2,0
0.11194029850746268,0.7528089887640449,0.30927835051546393,0.6146788990825689,2,0.4662356861860735,0.0,3,0.07500000000000001,1,2
0.3656716417910447,0.011235955056179775,0.07216494845360824,0.07339449541284404,0,0.5481470345034953,0.5714285714285714,3,0.275,0,3
0.26119402985074625,0.3370786516853933,0.13402061855670103,0.42201834862385323,3,0.5019419178631388,0.14285714285714285,2,0.42500000000000004,2,0
0.4104477611940298,0.0786516853932584,0.14432989690721648,0.11926605504587157,3,0.5418827833320803,0.3571428571428571,1,0.375,1,3
0.43283582089552236,0.348314606741573,0.010309278350515464,0.24770642201834864,2,0.5238417399584052,0.21428571428571427,0,0.275,0,0
0.5074626865671641,0.2921348314606741,0.010309278350515464,0.13761467889908258,0,0.5654864817459719,0.6428571428571428,1,0.30000000000000004,2,3
0.2835820895522388,0.9213483146067415,0.24742268041237114,0.6605504587155964,0,0.531534240396903,0.2857142857142857,2,0.4,1,3
0.11194029850746268,0.5280898876404494,0.17525773195876287,0.6880733944954129,2,0.4796161266882155,0.07142857142857142,3,0.15000000000000002,2,2
0.13432835820895522,0.7640449438202247,0.25773195876288657,0.8990825688073395,2,0.4515021674309052,0.07142857142857142,3,0.15000000000000002,1,2
0.43283582089552236,0.1797752808988764,0.15463917525773196,0.1651376146788991,0,0.5366458693527774,0.5714285714285714,2,0.47500000000000003,2,3
0.3805970149253731,0.5955056179775281,0.27835051546391754,0.26605504587155965,2,0.5309579292891327,0.07142857142857142,2,0.45,1,0
0.47014925373134325,0.7078651685393258,0.14432989690721648,0.926605504587156,3,0.5457916760630437,0.2857142857142857,1,0.42500000000000004,2,0
0.21641791044776118,0.6629213483146067,0.020618556701030927,0.7798165137614679,3,0.4570648224711218,0.07142857142857142,3,0.225,1,2
0.31343283582089554,0.5842696629213483,0.15463917525773196,0.5688073394495413,2,0.5262973264176001,0.14285714285714285,2,0.15000000000000002,2,1
0.4850746268656716,0.4157303370786517,0.08247422680412371,0.11009174311926606,3,0.5527825803703426,0.7857142857142857,3,0.47500000000000003,0,3
0.3656716417910447,0.4606741573033708,0.13402061855670103,0.027522935779816515,3,0.546317873161442,0.5,0,0.275,2,3
0.4104477611940298,0.5617977528089887,0.32989690721649484,0.4954128440366973,3,0.5202585882883559,0.0,3,0.15000000000000002,2,1
0.39552238805970147,0.7303370786516854,0.14432989690721648,0.8899082568807339,2,0.47846350447267527,0.07142857142857142,1,0.1,0,1
0.2014925373134328,0.4606741573033708,0.3402061855670103,0.5779816513761469,2,0.49016512566087833,0.0,3,0.05,1,2
0.21641791044776118,0.8426966292134831,0.05154639175257732,0.5137614678899083,2,0.4623267934551105,0.07142857142857142,3,0.225,1,2
0.29850746268656714,0.8651685393258427,0.4742268041237113,0.834862385321101,2,0.5242927660427474,0.9285714285714285,3,0.125,2,1
0.4029850746268656,0.550561797752809,0.061855670103092786,0.13761467889908258,0,0.5311333283219324,0.7142857142857142,3,0.275,1,3
0.4477611940298507,0.011235955056179775,0.20618556701030927,0.05504587155963303,0,0.5680172392192238,0.3571428571428571,0,0.375,0,3
0.26865671641791045,0.7865168539325843,0.5257731958762887,0.6972477064220184,3,0.4912425768623616,0.0,3,0.05,2,1
0.2014925373134328,0.9550561797752809,0.3917525773195876,1.0,2,0.47999198175850033,0.5,3,0.17500000000000002,2,2
0.3880597014925373,0.4943820224719101,0.23711340206185566,0.3394495412844037,3,0.5441128567491043,0.21428571428571427,0,0.4,0,0
0.4253731343283582,0.1910112359550562,0.010309278350515464,0.08256880733944955,3,0.5358941592122077,0.7857142857142857,3,0.42500000000000004,1,3
0.4552238805970149,0.02247191011235955,0.020618556701030927,0.0,0,0.572577614072014,0.7142857142857142,2,0.275,2,3
0.39552238805970147,0.3820224719101123,0.30927835051546393,0.3577981651376147,3,0.5480969204941242,0.21428571428571427,3,0.42500000000000004,2,0
0.5,0.4943820224719101,0.041237113402061855,0.1651376146788991,3,0.5723771580345285,0.5714285714285714,0,0.4,2,3
0.34328358208955223,0.2584269662921348,0.20618556701030927,0.10091743119266056,0,0.5494750557518353,0.7857142857142857,1,0.30000000000000004,2,3
0.35074626865671643,0.3370786516853933,0.0,0.1651376146788991,0,0.5421834673883086,0.3571428571428571,2,0.4,0,3
0.43283582089552236,0.5168539325842697,0.18556701030927836,0.1651376146788991,3,0.5367711543762059,0.21428571428571427,0,0.30000000000000004,2,0
0.3805970149253731,0.0561797752808989,0.05154639175257732,0.12844036697247707,3,0.5267483525019419,0.5714285714285714,3,0.25,2,3
0.3805970149253731,0.7977528089887641,0.1958762886597938,0.7522935779816514,2,0.5495001127565211,0.21428571428571427,2,0.2,2,1
0.17164179104477612,0.8764044943820225,0.38144329896907214,0.7889908256880734,2,0.4538825828760431,0.0,3,0.17500000000000002,2,2
0.31343283582089554,0.7865168539325843,0.2268041237113402,0.8990825688073395,2,0.5446641108521888,0.21428571428571427,3,0.2,1,1
